# ==============================================================================
# --- est / hse diff ---
# ==============================================================================
# --- 屋苑與公屋類別 (含有 邨/苑/山莊) ------------------------
九龍站柯士甸道西1號君臨天下18座7樓782室 | 九龍站柯士甸道西1號君臨天下 | 18座7樓782室
Flat 14 2/F Lai Chi Kok Estate 1 Lai Wan Road Sham Shui Po DISTRICT Lai Chi Kok | Flat 14 2/F Lai Chi Kok Estate | 1 Lai Wan Road Sham Shui Po DISTRICT Lai Chi Kok
Flat 6 8/F Kowloon City Estate 102 Nga Tsin Wai Road Kowloon City District Kowloon City | Flat 6 8/F Kowloon City Estate | 102 Nga Tsin Wai Road Kowloon City District Kowloon City
Flat 9 15/F Central Park Estate 8 Kwai Chung Road Yau Tsim Mong DISTRICT West Kowloon | Flat 9 15/F Central Park Estate | 8 Kwai Chung Road Yau Tsim Mong DISTRICT West Kowloon
Flat 5 10/F Citywalk Estate 1 Yeung Uk Road Tsuen Wan District Tsuen Wan | Flat 5 10/F Citywalk Estate | 1 Yeung Uk Road Tsuen Wan District Tsuen Wan
4/F Block 7 Discovery Park Estate 398 Castle Peak Road Tsuen Wan District Tsuen Wan | 4/F Block 7 Discovery Park Estate | 398 Castle Peak Road Tsuen Wan District Tsuen Wan
5/F Block A Fortune Building Fortune Estate 12 Queen's Road Central Central District Central | 5/F Block A Fortune Building | Fortune Estate 12 Queen's Road Central Central District Central
10/F Block C Man Yee Building Man Yee Estate 68 Des Voeux Road Central Central District Sheung Wan | 10/F Block C Man Yee Building | Man Yee Estate 68 Des Voeux Road Central Central District Sheung Wan
7/F Block C Revenue Tower Revenue Estate 5 Gloucester Road Wan Chai District Wan Chai | 7/F Block C Revenue Tower Revenue Estate | 5 Gloucester Road Wan Chai District Wan Chai
7/F Block G Provident Estate 21-53 Wharf Road Eastern District North Point | 7/F Block G Provident Estate | 21-53 Wharf Road Eastern District North Point
16/F Block A Repulse Bay Estate 109 Repulse Bay Road Southern District Repulse Bay | 16/F Block A Repulse Bay Estate | 109 Repulse Bay Road Southern District Repulse Bay
8/F Block D Island South Estate 2 Heung Yip Road Southern DISTRICT Wong Chuk Hang | 8/F Block D Island South Estate | 2 Heung Yip Road Southern DISTRICT Wong Chuk Hang
6/F Block H Mira Estate 118 Nathan Road Yau Tsim Mong District Tsim Sha Tsui | 6/F Block H Mira Estate | 118 Nathan Road Yau Tsim Mong District Tsim Sha Tsui
15/F Block B Langham Place Estate 8 Argyle Street Yau Tsim Mong District Mong Kok | 15/F Block B Langham Place Estate | 8 Argyle Street Yau Tsim Mong District Mong Kok
#------------------------mis of chinese and english address ----------------------------
Flat 05 60 & 61/F 崇謙堂102號 North District New Territories | Flat 05 60 & 61/F | 崇謙堂102號 North District New Territories
# ==============================================================================
# 偏遠鄉郊與圍村地址樣本 (1 - 100)
# ==============================================================================
# --- 標準新界圍村與村屋 (僅有村名與村屋號碼) ---
元朗錦田水頭村120號FF | 元朗錦田 | 水頭村120號FF
大埔林村放馬莆村55號地下 | 大埔林村 | 放馬莆村55號地下
粉嶺坪輋路大埔田村88號1F | 粉嶺坪輋路 | 大埔田村88號1F
西貢蠔涌村地下屋 | 西貢蠔涌村 | 地下屋
新界馬灣馬灣大街101號 | 新界馬灣 | 馬灣大街101號
新界屯门区杨小坑15B号GF | 新界屯门区 | 杨小坑15B号GF
沙田排頭村168號整幢 | 沙田排頭村168號 | 整幢
屯門藍地泥圍村204號GF | 屯門藍地 | 泥圍村204號GF
上環南丫島榕樹灣大園村14號 | 上環南丫島榕樹灣 | 大園村14號
屯門上水古洞金錢村33號A | 屯門上水古洞 | 金錢村33號A
新界大嶼山石壁大浪灣村16號 | 新界大嶼山石壁 | 大浪灣村16號
大埔 船灣 汀角村屋 10號 | 大埔 船灣 | 汀角村屋 10號
元朗 新田 米埔村 5號 MFF | 元朗 新田 | 米埔村 5號 MFF
沙田大圍田心村42號地下 | 沙田大圍 | 田心村42號地下
元朗十八鄉崇正新村551號 | 元朗十八鄉 | 崇正新村551號
大埔汀角路布心排村屋 | 大埔汀角路 | 布心排村屋
粉嶺沙頭角公路鹿頸村2號 | 粉嶺沙頭角 | 公路鹿頸村2號
# --- 約道/丈量約份/地段編號 (DD/Lot 鄉郊土地特有格式) ---
元朗八鄉丈量約份第106約地段第204號12 | 元朗八鄉丈量約份 | 第106約地段第204號12
大埔汀角路丈量約份第17約地段550號B | 大埔汀角路丈量約份 | 第17約地段550號B
粉嶺沙頭角公路龍躍頭地段112號 | 粉嶺沙頭角公路 | 龍躍頭地段112號
元朗十八鄉大橋村DD120地段4500號 | 元朗十八鄉大橋村 | DD120地段4500號
屯門掃管笏村路地段第382號地下 | 屯門掃管笏村路 | 地段第382號地下
流浮山深灣路丈量約份第129約地段88號 | 流浮山深灣路丈量約份 | 第129約地段88號
大埔大美督村DD25地段120號C | 大埔大美督村 | DD25地段120號C
元朗屏山坑尾村丈量約份122約地段300號 | 元朗屏山坑尾村丈量約份 | 122約地段300號
上水蓮麻坑路DD82LOT101 | 上水蓮麻坑路 | DD82LOT101
上水蓮麻坑路DD82 | 上水蓮麻坑路 | DD82
元朗新田落馬洲DD131地段900號 | 元朗新田落馬洲 | DD131地段900號
屯門藍地DD130約地段1142號 | 屯門藍地DD130約地段 | 1142號
大埔西沙路丈量約份第206約地段55號 | 大埔西沙路丈量約份 | 第206約地段55號
粉嶺坪輋丈量約份第84約地段1919號 | 粉嶺坪輋丈量約份 | 第84約地段1919號
# --- 離島、大澳、長洲、坪洲與偏遠漁村偏方 ---
香港大澳永安街12號地下 | 香港大澳 | 永安街12號地下
長洲新興海傍街85號2樓 | 長洲新興海傍街85號 | 2樓
坪洲永安橫街3號A室 | 坪洲永安橫街3號 | A室
大嶼山梅窩碼頭路涌口村17號 | 大嶼山梅窩碼頭 | 路涌口村17號
長洲大貴灣新村第5座地下 | 長洲大貴灣新村 | 第5座地下
香港大嶼山昂坪寶蓮寺旁村屋2號 | 香港大嶼山昂坪 | 寶蓮寺旁村屋2號
南丫島索罟灣第一街45號 | 南丫島索罟灣 | 第一街45號
大澳太平街後街7號 | 大澳 | 太平街後街7號
坪洲志仁街11號22 | 坪洲志仁街11號 | 22
香港大嶼山塘福村102號整幢 | 香港大嶼山 | 塘福村102號整幢
香港大嶼山大塘口村45號屋 | 香港大嶼山 | 大塘口村45號屋
坪洲南灣新村18號地下 | 坪洲南灣新村18號 | 地下
新界 北區 坪洲志仁街11號22 | 新界 北區 坪洲 | 志仁街11號22
新界 北區 坪洲南灣新村18號地下 | 新界 北區 坪洲 | 南灣新村18號地下
大澳街市街4號2樓 | 大澳街市街4號 | 2樓
南丫島榕樹灣沙埔村88號B | 南丫島榕樹灣 | 沙埔村88號B
# --- 鄉郊無空格緊湊字串 (No Spaces) ---
元朗八鄉大江埔村105號地下 | 元朗八鄉 | 大江埔村105號地下
大埔船灣蘆慈田村22號B | 大埔船灣 | 蘆慈田村22號B
粉嶺軍地北村地段445號 | 粉嶺軍地 | 北村地段445號
西貢北港村屋16號2樓 | 西貢北港村屋16號 | 2樓
屯門鍾屋村188號整棟 | 屯門鍾屋村188號 | 整棟
沙田九華徑舊村34號A | 沙田九華徑舊村 | 34號A
元朗廈村錫降圍77號 | 元朗廈村 | 錫降圍77號
大埔九龍坑村屋300號 | 大埔 | 九龍坑村屋300號
新界北區上水石湖新村15號地下 | 新界北區上水 | 石湖新村15號地下
荃灣汀九村屋8號 | 荃灣 | 汀九村屋8號
元朗錦田大江埔村屋90號 | 元朗錦田 | 大江埔村屋90號
大埔大美督汀角路村屋11號FLT2 | 大埔大美督 | 汀角路村屋11號FLT2
粉嶺坪輋路五和新村屋25號rmh | 粉嶺坪輋路 | 五和新村屋25號rmh
西貢清水灣孟公屋村屋4室 | 西貢清水灣 | 孟公屋村屋4室
沙田火炭桂地新村102號 | 沙田火炭 | 桂地新村102號
# --- 鄉郊混亂倒序與交錯 (Unordered) ---
23號地下 大埔林村大Om村 | 大埔林村 | 大Om村23號地下
地段第502號 元朗錦田高埔村 | 元朗錦田 | 高埔村地段第502號
15號屋 西貢清水灣上洋村 | 西貢清水灣 | 上洋村15號屋
地段1200號DD109 元朗新田攸潭美村 | 元朗新田攸潭美村 | DD109地段1200號
2樓整層 樹灘村 8E號大埔樟 | 大埔樟樹灘村8E號 | 2樓整層
地下G01舖 離島坪洲寶坪街12號 | 離島坪洲寶坪街12號 | 地下G01舖
33號村屋 屯門麒麟圍 | 屯門 | 麒麟圍33號村屋
地段888B號DD224 西貢壁屋村 | 西貢壁屋村 | DD224地段888B號
屋1A號整幢 粉嶺聯和墟馬屎埔村 | 粉嶺聯和墟 | 馬屎埔村屋1A號整幢
85號屋 八鄉橫台山村 元朗 | 元朗八鄉 | 橫台山村85號屋
地段14號A 大埔大社村DD20 | 大埔大社村 | DD20地段14號A
地下3號房 沙田排頭村5號屋 | 沙田排頭村5號屋 | 地下3號房
102號2樓 粉嶺丹竹坑村屋 | 粉嶺丹竹坑村屋102號 | 2樓
地段520號B 元朗流浮山沙江圍 | 元朗流浮山 | 沙江圍地段520號B
新界元朗區八鄉上村25號地下二樓 | 新界元朗區 | 八鄉上村25號地下二樓
大埔區一樓林村新村18號新界 | 新界大埔區 | 林村新村18號一樓
新界北區粉嶺龍躍頭村10號 | 新界北區粉嶺 | 龍躍頭村10號
一樓新界沙田區排頭村1號 | 新界沙田區 | 排頭村1號一樓
新界西貢區南圍村33號 | 新界西貢區 | 南圍村33號
新界荃灣區老圍村8號地下 | 新界荃灣區 | 老圍村8號地下
新界屯門區小欖村12號地下 | 新界屯門區 | 小欖村12號地下
新界離島區大嶼山貝澳老圍村5號 | 新界離島區 | 大嶼山貝澳老圍村5號
新界元朗區屏山坑尾村21號一樓 | 新界元朗區 | 屏山坑尾村21號一樓
大埔區新界一樓船灣詹屋村7號一樓 | 新界大埔區 | 船灣詹屋村7號一樓一樓
# --- 標準新界圍村與村屋 (House/No. + Village) ---
No. 120, Shui Tau vil, Kam Tin, Yuen Long | No. 120, Shui Tau vil | Kam Tin, Yuen Long
G/F, No. 55, Fong Ma Po vil, Lam Tsuen, Tai Po, NT | G/F, No. 55 | Fong Ma Po vil, Lam Tsuen, Tai Po, NT
No. 88, Tai Po Tin vils, Ping Che Road, Fanling | No. 88, Tai Po Tin vils | Ping Che Road, Fanling
G/F, House 5, Ho Chung Village, Sai Kung, NT | G/F, House 5 | Ho Chung Village, Sai Kung, NT
The Whole Block, No. 168, Pai Tau vill, Shatin | The Whole Block, No. 168 | Pai Tau vill, Shatin
No. 204, Nai Wai Villa, Lam Tei, Tuen Mun, NT | No. 204, Nai Wai Villa | Lam Tei, Tuen Mun, NT
No. 14, Tai Yuen Village, Yung Shue Wan, Lamma Island, HK | No. 14, Tai Yuen Village | Yung Shue Wan, Lamma Island, HK
No. 33A, Kam Tsin vill, Kwu Tung, Sheung Shui | No. 33A, Kam Tsin vill | Kwu Tung, Sheung Shui
House 10, Ting Kok Villa, Shuen Wan, Tai Po | House 10, Ting Kok Villa | Shuen Wan, Tai Po
No. 5, Mai Po Village, San Tin, Yuen Long, NT | No. 5, Mai Po Village | San Tin, Yuen Long, NT
G/F No. 42, Tin Sum vill, Tai Wai, Shatin, n.t. | G/F No. 42 | Tin Sum vill, Tai Wai, Shatin, n.t.
House 551, Shung Ching San Tsuen, Shap Pat Heung, Yuen Long, nt | House 551, Shung Ching San Tsuen | Shap Pat Heung, Yuen Long, nt
2/F House 8, Po Sam Pai vils, Ting Kok Road, Tai Po | 2/F House 8 | Po Sam Pai vils, Ting Kok Road, Tai Po
No. 12, Lo Wai Vill, Lo Wai Road, Tsuen Wan, n.t. | No. 12, Lo Wai Vill | Lo Wai Road, Tsuen Wan, n.t.
House 2, Luk Keng Village, Sha Tau Kok Road, Fanling, nt | House 2, Luk Keng Village | Sha Tau Kok Road, Fanling, nt
# --- 約道/丈量約份/地段編號 (DD/Lot 英文標準鄉郊格式) ---
Lot No. 204 in DD 106, Pat Heung, Yuen Long, NT | Lot No. 204 in DD 106 | Pat Heung, Yuen Long, NT
Lot 550B in DD 17, Ting Kok Road, Tai Po, NT | Lot 550B in DD 17 | Ting Kok Road, Tai Po, NT
Lot 112, Lung Yeuk Tau, Sha Tau Kok Road, Fanling | Lot 112, Lung Yeuk Tau | Sha Tau Kok Road, Fanling
Lot 4500 in DD 120, Tai Kei Leng Village, Shap Pat Heung, Yuen Long | Lot 4500 in DD 120 | Tai Kei Leng Village, Shap Pat Heung, Yuen Long
G/F, Lot No. 382, So Kwun Wat Villa Road, Tuen Mun, NT | G/F, Lot No. 382 | So Kwun Wat Villa Road, Tuen Mun, NT
Lot 88 in DD 129, Deep Bay Road, Lau Fau Shan | Lot 88 in DD 129 | Deep Bay Road, Lau Fau Shan
LOT 899 in DD 221, Tai Mong Tsai Road, Sai Kung | LOT 899 in DD 221 | Tai Mong Tsai Road, Sai Kung
Lot 120C in DD 25, Tai Mei Tuk Village, Tai Po | Lot 120C in DD 25 | Tai Mei Tuk Village, Tai Po
Lot 300, DD 122, Hang Mei Tsuen, Ping Shan, Yuen Long, NT | Lot 300, DD 122 | Hang Mei Tsuen, Ping Shan, Yuen Long, NT
LOT 101 in DD 82, Lin Ma Hang Road, Sheung Shui, NT | LOT 101 in DD 82 | Lin Ma Hang Road, Sheung Shui, NT
Lot 900, DD 131, Lok Ma Chau, San Tin, Yuen Long, n.t. | Lot 900, DD 131 | Lok Ma Chau, San Tin, Yuen Long, n.t.
Lam Tei, Tuen Mun, nt | Lam Tei | Tuen Mun, nt
Sai Sha Road, Tai Po, n.t. | Sai Sha Road | Tai Po, n.t.
Ping Che, Fanling, N.T. | Ping Che | Fanling, N.T.
Lot 229, Clear Water Bay Road, Sai Kung, nt | Lot 229 | Clear Water Bay Road, Sai Kung, nt
25 Sheung Tsuen, Pat Heung, Yuen Long, New Territories, Hong Kong | 25 Sheung Tsuen, Pat Heung | Yuen Long, New Territories, Hong Kong
18 San Tsuen, Lam Tsuen, Tai Po, New Territories, Hong Kong | 18 San Tsuen, Lam Tsuen | Tai Po, New Territories, Hong Kong
10 Lung Yeuk Tau, Fanling, North District, New Territories, Hong Kong | 10 Lung Yeuk Tau, Fanling | North District, New Territories, Hong Kong
1 Pai Tau Village, Sha Tin, New Territories, Hong Kong | 1 Pai Tau Village, Sha Tin | New Territories, Hong Kong
33 Nam Wai, Sai Kung, New Territories, Hong Kong | 33 Nam Wai, Sai Kung | New Territories, Hong Kong
8 Lo Wai Village, Tsuen Wan, New Territories, Hong Kong | 8 Lo Wai Village, Tsuen Wan | New Territories, Hong Kong
12 Siu Lam Village, Tuen Mun, New Territories, Hong Kong | 12 Siu Lam Village, Tuen Mun | New Territories, Hong Kong
5 Lo Wai Village, Pui O, Lantau Island, Islands District, Hong Kong | 5 Lo Wai Village, Pui O | Lantau Island, Islands District, Hong Kong
21 Hang Mei Tsuen, Ping Shan, Yuen Long, New Territories, Hong Kong | 21 Hang Mei Tsuen, Ping Shan | Yuen Long, New Territories, Hong Kong
7 Chim Uk Tsuen, Shuen Wan, Tai Po, New Territories, Hong Kong | 7 Chim Uk Tsuen, Shuen Wan | Tai Po, New Territories, Hong Kong
# --- 離島、偏遠小鎮與大澳長洲 (Islands/Outlying) ---
G/F, No. 12, Tai O Wing On Street, Lantau Island, hk | G/F, No. 12 | Tai O Wing On Street, Lantau Island, hk
2/F, No. 85, San Hing Praya Street, Cheung Chau, hk | 2/F, No. 85 | San Hing Praya Street, Cheung Chau, hk
No. 3A, Wing An Side Street, Peng Chau, HK | No. 3A | Wing An Side Street, Peng Chau, HK
No. 17, Chung Hau Vill, Mui Wo Ferry Pier Road, Lantau Island | No. 17, Chung Hau Vill | Mui Wo Ferry Pier Road, Lantau Island
G/F, Block 5, Tai Kwai Wan New Village, Cheung Chau, HK | G/F, Block 5 | Tai Kwai Wan New Village, Cheung Chau, HK
House No. 2, Po Lin Monastery Side, Ngong Ping, Lantau Island | House No. 2 | Po Lin Monastery Side, Ngong Ping, Lantau Island
Whole House, No. 102, Tong Fuk Village, Lantau Island, HK | Whole House, No. 102 | Tong Fuk Village, Lantau Island, HK
House No. 45, Tai Tong Hau Village, Lantau Island | House No. 45 | Tai Tong Hau Village, Lantau Island
G/F No. 18唐樓, Nam Wan New Village, Peng Chau, HK | G/F No. 18唐樓 | Nam Wan New Village, Peng Chau, HK
2/F, No. 4, Tai O Market Street, Lantau Island | 2/F, No. 4 | Tai O Market Street, Lantau Island
No. 88B, Sha Po Village, Yung Shue Wan, Lamma Island, hk | No. 88B, Sha Po Village | Yung Shue Wan, Lamma Island, hk
House 300 Kau Lung Hang Village Tai Po | House 300 | Kau Lung Hang Village Tai Po
G/F No. 15 Shek Wu San Tsuen Sheung Shui | G/F No. 15 | Shek Wu San Tsuen Sheung Shui
House 8 Ting Kau Village Tsuen Wan NT | House 8 | Ting Kau Village Tsuen Wan NT
House 11, Ting Kok Road, Tai Mei Tuk, Tai Po, nt | House 11, Ting Kok Road | Tai Mei Tuk, Tai Po, nt
House 25, Ng Foh New Village, Ping Che Road, Fanling, n.t. | House 25, Ng Foh New Village | Ping Che Road, Fanling, n.t.
Rm 4, Meng Kung Uk Village, Clear Water Bay, Sai Kung, nt | Rm 4, Meng Kung Uk Village | Clear Water Bay, Sai Kung, nt
No. 102, Kwai Tei New Village, Fo Tan, Shatin, n.t. | No. 102 Kwai Tei New Village | Fo Tan, Shatin, n.t.
# --- 英文鄉郊混亂倒序與交錯 (Unordered English) ---
Lam Tsuen Tai Po Fong Ma Po Vill G/F House 23 | G/F House 23 | Fong Ma Po Vill Lam Tsuen Tai Po
Kam Tin Yuen Long Ko Po Tsuen Lot No. 502 | Lot No. 502 | Ko Po Tsuen Kam Tin Yuen Long
Clear Water Bay Sai Kung Sheung Yeung Villa House 15 | House 15 Sheung Yeung Villa | Sai Kung Clear Water Bay
Shatin NT Tin Sum Village G/F House 44A | G/F House 44A | Tin Sum Village Shatin NT
Tai Po Cheung Shue Tan Village 2/F House 8 | 2/F House 8 | Cheung Shue Tan Village Tai Po
Peng Chau HK 666 Po Peng Street G/F Shop G01 | Shop G01 G/F | 666 Po Peng Street Peng Chau HK
Tuen Mun NT Kei Lun Wai House 33 | House 33 | Kei Lun Wai Tuen Mun NT
Pat Heung Yuen Long Wang Toi Shan House 85 | House 85 | Wang Toi Shan Pat Heung Yuen Long
House 300 Kau Lung Hang Village Tai Po | House 300 | Kau Lung Hang Village Tai Po
G/F No. 15 Shek Wu San Tsuen Sheung Shui | G/F No. 15 | Shek Wu San Tsuen Sheung Shui
House 8 Ting Kau Village Tsuen Wan NT | House 8 | Ting Kau Village Tsuen Wan NT
House 11 Ting Kok Road Tai Mei Tuk Tai Po nt | House 11 Ting Kok Road | Tai Mei Tuk Tai Po nt
House 25 Ng Foh New Village Ping Che Road Fanling n.t. | House 25 Ng Foh New Village | Ping Che Road Fanling n.t.
Rm 4 Meng Kung Uk Village Clear Water Bay Sai Kung nt | Rm 4 Meng Kung Uk Village | Clear Water Bay Sai Kung nt
No. 102 Kwai Tei New Village Fo Tan Shatin n.t. | No. 102 Kwai Tei New Village | Fo Tan Shatin n.t.
# ---額外平衡樣本以填補400行數據庫---
深水埗元州街15號明輝大廈10樓C室 | 深水埗元州街15號 | 明輝大廈10樓C室
葵涌葵涌道100號葵芳廣場2樓201號舖 | 葵涌葵涌道100號 | 葵芳廣場2樓201號舖
長沙灣青山道240號康輝大廈5座14樓 | 長沙灣青山道240號 | 康輝大廈5座14樓
元朗大馬路貿易中心9樓B室 | 元朗大馬路 | 貿易中心9樓B室
10樓C室 耀東街12號 新成大廈 筲箕灣 | 筲箕灣耀東街12號 | 新成大廈10樓C室
Flat A, 11/F, Block 2, Sceneway Garden, Lam Tin, kln | Flat A, 11/F, Block 2 | Sceneway Garden, Lam Tin, kln
Room 402, Commercial bldg, 22 Hennessy Road, Wan Chai, hk | Room 402, Commercial bldg | 22 Hennessy Road, Wan Chai, hk
G/F Shop 2, Lucky Center, 15 Nathan Road, Jordan, kln | G/F Shop 2, Lucky Center | 15 Nathan Road, Jordan, kln
Lot 15 in DD 112, Ping Che, Fanling, n.t. | Lot 15 in DD 112 | Ping Che, Fanling, n.t.
No. 88, Lung Yeuk Tau Villa, Fanling, nt | No. 88, Lung Yeuk Tau Villa | Fanling, nt
大埔林村梧桐寨村屋101號 | 大埔林村 | 梧桐寨村屋101號
粉嶺禾徑山村5號 | 粉嶺 | 禾徑山村5號
西貢北港村大網仔路屋2號 | 西貢北港村 | 大網仔路屋2號
沙田穗禾路12號花園別墅3號屋 | 沙田穗禾路12號 | 花園別墅3號屋
屯門藍地福亨村路88號綠怡居1座4樓 | 屯門藍地福亨村路88號 | 綠怡居1座4樓
House 15, Silverstrand, Sai Kung, nt | House 15, Silverstrand | Sai Kung, nt
Flat 2C, Block A, Luk Yeung Sun Chuen, Tsuen Wan, n.t. | Flat 2C, Block A | Luk Yeung Sun Chuen, Tsuen Wan, n.t.
Unit G02, G/F, Mega Plaza, 68 Hoi Yuen Road, Kwun Tong, kln | Unit G02, G/F, Mega Plaza | 68 Hoi Yuen Road, Kwun Tong, kln
#--------------more example-------------------------------------------------------------------
香港九龍長沙灣道22好時工廠大廈 7樓A室 | 香港九龍長沙灣道22 | 好時工廠大廈7樓A室
新界元朗屏山灰沙圍123號地下 | 新界元朗屏山 | 灰沙圍123號地下
香港郵政總局郵政信箱12345號 | 香港郵政總局 | 郵政信箱12345號
華冠大廈 B座 12室, 旺角砵蘭街200號 | 旺角砵蘭街200號 | 華冠大廈 B座 12室
花園街55號 5/F, 九龍 | 九龍花園街55號 | 5/F
海怡半島 10座 1234室, 香港 | 香港海怡半島 | 10座 1234室
香港 北角 英皇道 港運城 6363F | 香港 北角 英皇道 | 港運城 6363F
香港島中環皇后大道中33號15樓1502室 | 香港島中環皇后大道中33號 | 15樓1502室
香港九龍旺角彌敦道688號15樓A室 | 香港九龍旺角彌敦道688號 | 15樓A室
香港新界元朗大棠路12號之二地下 | 香港新界元朗大棠路12號 | 之二地下
香港新界長洲榕樹灣大街45號二樓 | 香港新界長洲 | 榕樹灣大街45號二樓
香港九龍觀塘開源道50號地下及閣樓 | 香港九龍觀塘 | 開源道50號地下及閣樓
香港鰂魚涌英皇道88-88A號上層地下 | 香港鰂魚涌英皇道88-88A號 | 上層地下
香港灣仔皇后大道東8號夾層 | 香港灣仔皇后大道東8號 | 夾層
香港將軍澳日出康城第3期第2座二樓B室 | 香港將軍澳日出康城第3期 | 第2座二樓B室
香港太古太古城康山道18號寶安閣二樓A室 | 香港太古太古城康山道18號 | 寶安閣二樓A室
香港青衣青衣路3號長青邨第5座低層502室 | 香港青衣青衣路3號長青邨 | 第5座低層502室
香港大埔廣福道1-1C號廣福邨廣仁樓3字樓3A室 | 香港大埔廣福道1-1C號廣福邨 | 廣仁樓3字樓3A室
香港九龍深水埗青山道12號之1地下後座 | 香港九龍深水埗青山道12號 | 之1地下後座
香港粉嶺馬會道9號B座3樓301–303室 | 香港粉嶺馬會道9號 | B座3樓301–303室
油尖旺区佐敦西贡街20号志和商业大厦平台1层8B室 | 油尖旺区佐敦西贡街20号 | 志和商业大厦平台1层8B室
九龙黄大仙区彩虹凤德道42号凤德公园42层5A室 | 九龙黄大仙区彩虹凤德道42号 | 凤德公园42层5A室
